S.No.,Name of Indian Agent,Name of Manufacturer,%$$%Name of the Device,File No.,,R. C. No.,"Date of
Issue","Validity of
the
Registration
Certificate",,
12,"M/s. Lifecare Devices Pvt.
Ltd., Lifecare House,
Yashodhan Bldg, Flat NO.
2, 2nd Floor, 841 Mori
Road, Mahim (W),","M/s. Neobiotech Co. Ltd., at
103, 104-1 104-2, 105, 106,
2015, 212, 312, 509, 510,
511, & 10 F, E-spance, 212-
26, Guro-Dong, Guru-Gu,"," Neo CMI Implant/Dental
Implant (Endosseous
Superstruture)",31-1466-MD/2014-DC,,MD-1466,15.01.2015,31.12.2017,"+91 44 6555 4021, 6555 0783",chennai@lifecare.in
,"Mumbai-400016
Maharashtra","Seoul, Korea",%$$%,,,,,,,
13,"M/s. Cook India Medical
Devices Pvt. Ltd., 4/249A,
Rasim Enclave,
Poonamallee High Road,
Goparasanallur,
Kattupakkam, Chennai-
600056","M/s. Cook Ireland
Incorporated, 750 Daniels
Way, Bloomington, IN 47402-
0489, USA",%$$%,"31-113-MD/2006-DC
(Re-Reg 02) End. 02",,MD-113,15.01.2015,30.04.2016,"Cook Medical Device Pvt. Ltd.
4/249A, Rasim Enclave, 
Poonamalee High Road
Goparasanallur, Kattupakkam, Chennai
Tamilnadu, India - 600056
Phone: +91 44 26793000",india.orders@cookmedical.com 
13,"M/s. Cook India Medical
Devices Pvt. Ltd., 4/249A,
Rasim Enclave,
Poonamallee High Road,
Goparasanallur,
Kattupakkam, Chennai-
600056","M/s. Cook Ireland
Incorporated, 750 Daniels
Way, Bloomington, IN 47402-
0489, USA"," Polyvinyl Alcohol Foam
Embolization
Particles/Embolization Device","31-113-MD/2006-DC
(Re-Reg 02) End. 02",,MD-113,15.01.2015,30.04.2016,"Cook Medical Device Pvt. Ltd.
4/249A, Rasim Enclave, 
Poonamalee High Road
Goparasanallur, Kattupakkam, Chennai
Tamilnadu, India - 600056
Phone: +91 44 26793000",india.orders@cookmedical.com 
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic",%$$%,"31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic"," Arrow/Central Venous
Catheters
","31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic"," Arrow/Central Venous
Catheters
","31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic"," Arrow/Haemodialysis
Catheters
","31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic"," Arrow/Epidural Catheters/
","31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic"," Arrow/Peripheral Nerve
Block
","31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic"," Arrow/Central Venous
Catheters/
","31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic"," Arrow/Multi-Lument Access
Catheter (MAC).
","31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
14,"M/s. Teleflex medical
Private Limited, Old No. 10,
No. 19, 1st Floor & Ground
Floor, Harington Road,
Chetpet, Chennai-600031","M/s Arrow International Inc.,
2400 Bernville Road, Reading
Pensylvania 19605, USA
Having factory premises at
M/s Arrow International C.R.
a.s. Jamska 2359/47, Zdar
nad sazanou, 59101 Czech
Republic"," Arrow/Thermodilution
Catheter","31-882-MD/2010-DC
(Re-Reg. 01)",,MD-882,19.01.2015,31.12.2017,"Teleflex Medical India Regional Office 
Teleflex Medical Private Limited
""Blue Heaven"" 19, Harrington Road
Chetpet, Chennai - 600 031
Phone: +91-44-2836-5040 / 5041
Fax: +91-44-2836-0682",InfoIndia@teleflex.com
15,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA having
factory premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA",%$$%,"31-162-MD/2006-DC
(Re-Reg. 02) End. 06",,MD-162,19.01.2015,15.06.2016,"Registered Address
C-40/41, Okhla Industrial Phase-II,
New Delhi- 110020, India

Phone Number- +91-11-40543601
",
15,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA having
factory premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA"," Percuflex Biliary
Stent/Biliary Stent
","31-162-MD/2006-DC
(Re-Reg. 02) End. 06",,MD-162,19.01.2015,15.06.2016,"Registered Address
C-40/41, Okhla Industrial Phase-II,
New Delhi- 110020, India

Phone Number- +91-11-40543601
",
15,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA having
factory premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA"," Advanix Biliary Stent/Biliary
Stent
","31-162-MD/2006-DC
(Re-Reg. 02) End. 06",,MD-162,19.01.2015,15.06.2016,"Registered Address
C-40/41, Okhla Industrial Phase-II,
New Delhi- 110020, India

Phone Number- +91-11-40543601
",
15,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA having
factory premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA"," Naviflex RX Delivery
System/Stent Delivery
System
","31-162-MD/2006-DC
(Re-Reg. 02) End. 06",,MD-162,19.01.2015,15.06.2016,"Registered Address
C-40/41, Okhla Industrial Phase-II,
New Delhi- 110020, India

Phone Number- +91-11-40543601
",
15,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA having
factory premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA"," Advanix Biliary Stent with
Naviflex RX delivery
system/Biliary Stent
","31-162-MD/2006-DC
(Re-Reg. 02) End. 06",,MD-162,19.01.2015,15.06.2016,"Registered Address
C-40/41, Okhla Industrial Phase-II,
New Delhi- 110020, India

Phone Number- +91-11-40543601
",
15,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA having
factory premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA"," eXcelon Single-use
Transbronchinal Aspiration
Needle/Aspiration Needle
","31-162-MD/2006-DC
(Re-Reg. 02) End. 06",,MD-162,19.01.2015,15.06.2016,"Registered Address
C-40/41, Okhla Industrial Phase-II,
New Delhi- 110020, India

Phone Number- +91-11-40543601
",
15,"M/s. Boston Scientific India
Pvt Ltd., C-41 Ground
Floor, Okhla Industrial Area
Phase-II, New Delhi-
110020","M/s. Boston Scientific
Corporation, One Boston
Scientific Place, natick, MA
01760-1537, USA having
factory premises at
M/s. Boston Scientific
Corporation, 780 Brookside
Drive, Spencer, IN 47460,
USA"," Zero Tip Airway Retrieval
Basket/Retrieval Basket","31-162-MD/2006-DC
(Re-Reg. 02) End. 06",,MD-162,19.01.2015,15.06.2016,"Registered Address
C-40/41, Okhla Industrial Phase-II,
New Delhi- 110020, India

Phone Number- +91-11-40543601
",
16,"M/s. Bard India Healthcar
Pvt. Ltd., 201, 5th Floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri
(E),Mumbai-400069","M/s. ClearStream
Technolgies Ltd., Moyne
Upper, Enniscorthy, Co.
Wexford, Ireland",%$$%,31-1513-MD/2014-DC,,MD-1513,19.01.2015,31.12.2017,+91 22 6136 1111,Shivaji.Manapkar@crbard.com
16,"M/s. Bard India Healthcar
Pvt. Ltd., 201, 5th Floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri
(E),Mumbai-400069","M/s. ClearStream
Technolgies Ltd., Moyne
Upper, Enniscorthy, Co.
Wexford, Ireland"," ReeKross PTA Balloon
Catheter, ReeKross ",31-1513-MD/2014-DC,,MD-1513,19.01.2015,31.12.2017,+91 22 6136 1111,Shivaji.Manapkar@crbard.com
16,"M/s. Bard India Healthcar
Pvt. Ltd., 201, 5th Floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri
(E),Mumbai-400069","M/s. ClearStream
Technolgies Ltd., Moyne
Upper, Enniscorthy, Co.
Wexford, Ireland"," TPA
Balloon Catheter, ReeKross
",31-1513-MD/2014-DC,,MD-1513,19.01.2015,31.12.2017,+91 22 6136 1111,Shivaji.Manapkar@crbard.com
16,"M/s. Bard India Healthcar
Pvt. Ltd., 201, 5th Floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri
(E),Mumbai-400069","M/s. ClearStream
Technolgies Ltd., Moyne
Upper, Enniscorthy, Co.
Wexford, Ireland"," PTA Balloon Catheter/PTA
Balloon Catheter
",31-1513-MD/2014-DC,,MD-1513,19.01.2015,31.12.2017,+91 22 6136 1111,Shivaji.Manapkar@crbard.com
16,"M/s. Bard India Healthcar
Pvt. Ltd., 201, 5th Floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri
(E),Mumbai-400069","M/s. ClearStream
Technolgies Ltd., Moyne
Upper, Enniscorthy, Co.
Wexford, Ireland"," Reeflex PTA Balloon
Catheter/PTA Balloon
Catheter/PTA Balloon
Catheter
",31-1513-MD/2014-DC,,MD-1513,19.01.2015,31.12.2017,+91 22 6136 1111,Shivaji.Manapkar@crbard.com
16,"M/s. Bard India Healthcar
Pvt. Ltd., 201, 5th Floor,
Hubtown Solaris, N.S.
Phadke Marg, Andheri
(E),Mumbai-400069","M/s. ClearStream
Technolgies Ltd., Moyne
Upper, Enniscorthy, Co.
Wexford, Ireland"," LitePAC Rapid Exchange
PTA Balloon Catheter/PTA
Balloon Catheter",31-1513-MD/2014-DC,,MD-1513,19.01.2015,31.12.2017,+91 22 6136 1111,Shivaji.Manapkar@crbard.com
17,"M/s. Axon Medical Solution
Pvt.Ltd., 202, 2nd Floor,
244/26B, Shivaji Gali,
Pankid Park Vill. Ghondli,
Shahdara Delhi, India","M/s. Reach Surgical Inc. 5,
Fourth Street, Bldg. B, 4th
Floor, TEDA, 300457 Tianjin,
China",%$$%,3-1545-MD/2014-DC,,MD-1545,15.01.2015,31.12.2017,"Axon Medical Solutions (P) Ltd.
64, Lower Ground Floor, 
Chitra Vihar, Near Laxmi Nagar District Centre, Delhi-110092 (India)

Ph : 91-11-22411600",E-mail :info@axonmedicalsolutions.com
17,"M/s. Axon Medical Solution
Pvt.Ltd., 202, 2nd Floor,
244/26B, Shivaji Gali,
Pankid Park Vill. Ghondli,
Shahdara Delhi, India","M/s. Reach Surgical Inc. 5,
Fourth Street, Bldg. B, 4th
Floor, TEDA, 300457 Tianjin,
China", Open Surgical Staplers,3-1545-MD/2014-DC,,MD-1545,15.01.2015,31.12.2017,"Axon Medical Solutions (P) Ltd.
64, Lower Ground Floor, 
Chitra Vihar, Near Laxmi Nagar District Centre, Delhi-110092 (India)

Ph : 91-11-22411600",E-mail :info@axonmedicalsolutions.com
18,"M/s. Cook India Medical
Devices Pvt. Ltd., 4/249A,
Rasim Enclave,
Poonamallee High Road,
Goparasanallur,
Kattupakkam, Chennai-
600056","M/s. Cook Ireland
Incorporated, 750 Daniels
Way, Bloomington, IN 47402-
0489, USA",%$$%,"31-113-MD/2006-DC
(Re-Reg 02) End. 02",,MD-113,15.01.2015,30.04.2016,"Cook Medical Device Pvt. Ltd.
4/249A, Rasim Enclave, 
Poonamalee High Road
Goparasanallur, Kattupakkam, Chennai
Tamilnadu, India - 600056
Phone: +91 44 26793000",india.orders@cookmedical.com 
18,"M/s. Cook India Medical
Devices Pvt. Ltd., 4/249A,
Rasim Enclave,
Poonamallee High Road,
Goparasanallur,
Kattupakkam, Chennai-
600056","M/s. Cook Ireland
Incorporated, 750 Daniels
Way, Bloomington, IN 47402-
0489, USA"," Polyvinyl Alcohol Foam
Embolization
Particles/Embolization Device","31-113-MD/2006-DC
(Re-Reg 02) End. 02",,MD-113,15.01.2015,30.04.2016,"Cook Medical Device Pvt. Ltd.
4/249A, Rasim Enclave, 
Poonamalee High Road
Goparasanallur, Kattupakkam, Chennai
Tamilnadu, India - 600056
Phone: +91 44 26793000",india.orders@cookmedical.com 
19,"M/s. Nobel Biocare India
Pvt. Ltd., CCI Logistics
Park, 2nd Floor Room No.
12, Administrative Builidng,
Kolkhe, Palaspa Phata Tal:
Panvel (Raigad),
Maharashtra-410206 India","M/s. Zest Anchors, LLC, 2061
Wineridge Place Esondido,
CA 9*2029, USA",%$$%,31-1556-MD/2014-DC,,MD-1556,15.01.2015,31.12.2018,"Nobel Biocare India Pvt. Ltd.
Unit No. 702, 7th Floor, A- Wing, Supreme Business Park,
Supreme City, Powai, Mumbai 400076
India

Phone:     +91 22 6751 9964
Fax:         +91 22 6751 9900
Toll free customer service: 1 800 266 0308",customercare.india@nobelbiocare.com
19,"M/s. Nobel Biocare India
Pvt. Ltd., CCI Logistics
Park, 2nd Floor Room No.
12, Administrative Builidng,
Kolkhe, Palaspa Phata Tal:
Panvel (Raigad),
Maharashtra-410206 India","M/s. Zest Anchors, LLC, 2061
Wineridge Place Esondido,
CA 9*2029, USA"," Locator
Abutment/Abutment (Non-
Sterile)",31-1556-MD/2014-DC,,MD-1556,15.01.2015,31.12.2018,"Nobel Biocare India Pvt. Ltd.
Unit No. 702, 7th Floor, A- Wing, Supreme Business Park,
Supreme City, Powai, Mumbai 400076
India

Phone:     +91 22 6751 9964
Fax:         +91 22 6751 9900
Toll free customer service: 1 800 266 0308",customercare.india@nobelbiocare.com
20,"M/s. Baxter (India) Pvt.
Ltd., Plot No. 70, A-26,
Rama Road Industrial
Area,New Delhi-110015","M/s. Baxter Healthcare S.A.,
8010 Zurich, Switzerlad
Having manufacturing
premises at
M/s. Baxter Healthcare S.A.,
Foxford Road Swinford",%$$%,"3-734-MD/2009-DC (Re-
Reg. 01)",,MD-734,21.01.2015,15.01.2018,"Baxter (India) Private Limited
2nd Floor, Tower-C, Building No.8,
DLF Cyber City, DLF Phase-II,
Gurgaon-122 002, Haryana, India
Switchboard 
Phone : +91-124-4500200
Fax       : +91-124-4263505",
20,"M/s. Baxter (India) Pvt.
Ltd., Plot No. 70, A-26,
Rama Road Industrial
Area,New Delhi-110015","M/s. Baxter Healthcare S.A.,
8010 Zurich, Switzerlad
Having manufacturing
premises at
M/s. Baxter Healthcare S.A.,
Foxford Road Swinford"," Locking Titanium Adapter
for Peritoneal Dialysis
Catheter/Peritoneal Dialysis
Catheter","3-734-MD/2009-DC (Re-
Reg. 01)",,MD-734,21.01.2015,15.01.2018,"Baxter (India) Private Limited
2nd Floor, Tower-C, Building No.8,
DLF Cyber City, DLF Phase-II,
Gurgaon-122 002, Haryana, India
Switchboard 
Phone : +91-124-4500200
Fax       : +91-124-4263505",
,,"County Mayo, Ireland",%$$%,,,,,,,
21,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","/s. Smith & Nephew Inc, 1450
Brooks Road, Memphis, TN
38116, USA Having
manufacturing premises at
M/s. Smith & Nephew
Orthopaedics GmbH,
Alemannenstrasse 14, 78532
Tuttlingen, Germany",%$$%,"31-858-MD/2010-DC
(Re-Reg. 01) End. 01",,MD-858,21.01.2015,14.04.2017,"Smith & Nephew Healthcare Pvt. Ltd., B-501-509, Dynasty Business Park, J. B. Nagar, Andheri Kurla Road, Andheri (East), Mumbai - 400 059, India, Tel: +00 (91) 22 4005 5090 ",
21,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","/s. Smith & Nephew Inc, 1450
Brooks Road, Memphis, TN
38116, USA Having
manufacturing premises at
M/s. Smith & Nephew
Orthopaedics GmbH,
Alemannenstrasse 14, 78532
Tuttlingen, Germany"," Genesis II/Knee System
","31-858-MD/2010-DC
(Re-Reg. 01) End. 01",,MD-858,21.01.2015,14.04.2017,"Smith & Nephew Healthcare Pvt. Ltd., B-501-509, Dynasty Business Park, J. B. Nagar, Andheri Kurla Road, Andheri (East), Mumbai - 400 059, India, Tel: +00 (91) 22 4005 5090 ",
21,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","/s. Smith & Nephew Inc, 1450
Brooks Road, Memphis, TN
38116, USA Having
manufacturing premises at
M/s. Smith & Nephew
Orthopaedics GmbH,
Alemannenstrasse 14, 78532
Tuttlingen, Germany"," Legion/Knee System
","31-858-MD/2010-DC
(Re-Reg. 01) End. 01",,MD-858,21.01.2015,14.04.2017,"Smith & Nephew Healthcare Pvt. Ltd., B-501-509, Dynasty Business Park, J. B. Nagar, Andheri Kurla Road, Andheri (East), Mumbai - 400 059, India, Tel: +00 (91) 22 4005 5090 ",
21,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","/s. Smith & Nephew Inc, 1450
Brooks Road, Memphis, TN
38116, USA Having
manufacturing premises at
M/s. Smith & Nephew
Orthopaedics GmbH,
Alemannenstrasse 14, 78532
Tuttlingen, Germany"," Reflection/Acetabular
System
","31-858-MD/2010-DC
(Re-Reg. 01) End. 01",,MD-858,21.01.2015,14.04.2017,"Smith & Nephew Healthcare Pvt. Ltd., B-501-509, Dynasty Business Park, J. B. Nagar, Andheri Kurla Road, Andheri (East), Mumbai - 400 059, India, Tel: +00 (91) 22 4005 5090 ",
21,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","/s. Smith & Nephew Inc, 1450
Brooks Road, Memphis, TN
38116, USA Having
manufacturing premises at
M/s. Smith & Nephew
Orthopaedics GmbH,
Alemannenstrasse 14, 78532
Tuttlingen, Germany", R,"31-858-MD/2010-DC
(Re-Reg. 01) End. 01",,MD-858,21.01.2015,14.04.2017,"Smith & Nephew Healthcare Pvt. Ltd., B-501-509, Dynasty Business Park, J. B. Nagar, Andheri Kurla Road, Andheri (East), Mumbai - 400 059, India, Tel: +00 (91) 22 4005 5090 ",
21,"M/s. Smith & Nephew
Healthcarea Pvt. Ltd., Bldg
2-3, & 15-17 Rajlaxmi
Complex, Opp. Hanuman
Bus Stop, Kalher, Thane –
Bhiwandi Road, Thane –
421302, India","/s. Smith & Nephew Inc, 1450
Brooks Road, Memphis, TN
38116, USA Having
manufacturing premises at
M/s. Smith & Nephew
Orthopaedics GmbH,
Alemannenstrasse 14, 78532
Tuttlingen, Germany",Acetabular System,"31-858-MD/2010-DC
(Re-Reg. 01) End. 01",,MD-858,21.01.2015,14.04.2017,"Smith & Nephew Healthcare Pvt. Ltd., B-501-509, Dynasty Business Park, J. B. Nagar, Andheri Kurla Road, Andheri (East), Mumbai - 400 059, India, Tel: +00 (91) 22 4005 5090 ",
22,"M/s. B. Braun Medical
(India) Pvt. Ltd., Bldg B,
Gala NO. 1-10, Prerna
Complex, Anjur Phata,
Dapoda, At. Val Village-B,
Tal: Bhiwandi (Thane-
Zone5)-421302","M/s. B. Braun Medical, 204
Avenue du Marechal Juin-BP
331, 92107, Boulogne,
France having manufacturing
premises at
M/s. B. Braun Medical
Industries Sdn. Bhd. Bayan
Lepas Free Industrial Zone
11900 Penang, Malaysia",%$$%,"31-393-MD/2007-DC
(Re-Reg. 02)",,MD-393,21.01.2015,31.12.2017,"Chennai
B Braun Medical (I) Pvt. Ltd.
8th Floor ,Prince Towers, 53 & 54 college road,
Chennai - 600006 (T.N.)
Tel : (91-44) 28255637/28255639
Fax : (91-44) 28252019",
